id,en,tw,status,comment
3010,strawberry,(n.10) 草莓,,2
3011,stream,(n.6) 溪流,,2
3012,stress,(n.6) 壓力,,2
3013,stretch,(n.7) 伸直;伸出;伸長,,2
3014,strike,(n.6) 攻擊;罷工,,2
3015,string,(n.6) 線;細繩;帶子,,2
3016,struggle,(n.8) 使勁;掙扎,,2
3017,subject,(n.7) 主題;學科,,2
3018,subway,(n.6) 地鐵,,2
3019,success,(n.7) 成功,,2
3020,sudden,(n.6) 突然發生的事,,2
3021,suit,(n.4) 一套衣服;訴訟,,2
3022,supermarket,(n.11) 超級市場,,2
3023,supply,(n.6) 生活用品;補給品,,2
3024,support,(n.7) 支持,,2
3025,surface,(n.7) 表面,,2
3026,swallow,(n.7) 吞嚥;燕子,,2
3027,swan,(n.4) 天鵝,,2
3028,sweater,(n.7) 毛衣,,2
3029,sweep,(n.5) 掃除,,2
3030,swing,(n.5) 鞦韆;搖擺音樂,,2
3031,symbol,(n.6) 符號;象徵,,2
3032,table tennis,(n.12) 乒乓球,,2
3033,talent,(n.6) 天才,,2
3034,tangerine,(n.9) 橘子,,2
3035,tank,(n.4) 槽;坦克,,2
3036,tape,(n.4) 錄音帶;錄影帶;膠帶,,2
3037,target,(n.6) 目標,,2
3038,task,(n.4) 任務;工作,,2
3039,team,(n.4) 隊,,2
3040,tear,(n.4) 眼淚,,2
3041,teen,(n.4) 青少年,,2
3042,teenager,(n.8) 十幾歲孩子,,2
3043,telephone,(n.9) 電話,,2
3044,television,(n.10) 電視,,2
3045,temple,(n.6) 廟宇;神殿,,2
3046,tennis,(n.6) 網球,,2
3047,tent,(n.4) 帳篷,,2
3048,term,(n.4) 術語;學期,,2
3049,test,(n.4) 測驗;考試,,2
3050,textbook,(n.8) 教科書,,2
3051,theater,(n.7) 戲院;劇院,,2
3052,thief,(n.5) 小偷,,2
3053,throat,(n.6) 喉嚨,,2
3054,thumb,(n.5) 拇指,,2
3055,thunder,(n.7) 雷,,2
3056,tip,(n.3) 尖端;小費,,2
3057,title,(n.5) 標題;頭銜,,2
3058,toast,(n.5) 烤麵包片,,2
3059,toe,(n.3) 腳趾,,2
3060,tofu,(n.4) 豆腐,,2
3061,toilet,(n.6) 馬桶,,2
3062,tomato,(n.6) 番茄,,2
3063,tongue,(n.6) 舌頭,,2
3064,tooth,(n.5) 牙齒,,2
3065,topic,(n.5) 論題;話題,,2
3066,tour,(n.4) 旅行,,2
3067,towel,(n.5) 毛巾,,2
3068,tower,(n.5) 塔,,2
3069,track,(n.5) 行蹤;軌道,,2
3070,trade,(n.5) 貿易,,2
3071,tradition,(n.9) 傳統,,2
3072,traffic,(n.7) 交通,,2
3073,trap,(n.4) 陷阱;圈套,,2
3074,travel,(n.6) 旅行,,2
3075,treasure,(n.8) 財寶,,2
3076,treat,(n.5) 款待,,2
3077,treatment,(n.9) 對待;待遇;治療法,,2
3078,trial,(n.5) 審判,,2
3079,triangle,(n.8) 三角形,,2
3080,trick,(n.5) 詭計;戲法;惡作劇,,2
3081,trousers,(n.8) 長褲,,2
3082,truck,(n.5) 卡車,,2
3083,trumpet,(n.7) 小喇叭,,2
3084,trust,"(n.5) 信任,信賴;託管,信託",,2
3085,truth,(n.5) 事實;真相,,2
3086,tube,(n.4) 管子,,2
3087,tunnel,(n.6) 隧道,,2
3088,turkey,(n.6) 火雞,,2
3089,turtle,(n.6) 烏龜,,2
3090,type,(n.4) 類型,,2
3091,typhoon,(n.7) 颱風,,2
3092,umbrella,(n.8) 雨傘,,2
3093,underground,(n.11) 地面下層;地下組織,,2
3094,underwear,(n.9) 內衣,,2
3095,uniform,(n.7) 制服,,2
3096,user,(n.4) 使用者,,2
3097,vacation,(n.8) 假期,,2
3098,valley,(n.6) 山谷,,2
3099,value,(n.5) 價值,,2
3100,victory,(n.7) 勝利,,2
3101,video,(n.5) 錄影機;錄影帶,,2
3102,village,(n.7) 村落,,2
3103,violin,(n.6) 小提琴,,2
3104,visitor,(n.7) 訪客,,2
3105,vocabulary,(n.10) 字彙,,2
3106,volleyball,(n.10) 排球,,2
3107,vote,"(n.4) 選舉,投票,表決",,2
3108,voter,(n.5) 選舉人;投票人,,2
3109,waist,(n.5) 腰,,2
3110,waiter,(n.6) 男服務生,,2
3111,waitress,(n.8) 女服務生,,2
3112,wallet,(n.6) 皮夾,,2
3113,waterfall,(n.9) 瀑布,,2
3114,watermelon,(n.10) 西瓜,,2
3115,wave,(n.4) 波浪,,2
3116,weapon,(n.6) 武器,,2
3117,weekday,(n.7) 工作日,,2
3118,western,(n.7) 西部地區的人,,2
3119,whale,(n.5) 鯨魚,,2
3120,wheel,(n.5) 輪子,,2
3121,whisper,"(n.7) 傳聞,流言",,2
3122,width,(n.5) 寬度,,2
3123,wild,"(n.4) 荒野,荒地;未開發的地方",,2
3124,wing,(n.4) 翅膀,,2
3125,winner,(n.6) 贏家,,2
3126,wire,(n.4) 金屬線,,2
3127,wolf,(n.4) 狼,,2
3128,wonder,(n.6) 驚奇;奇觀,,2
3129,wool,(n.4) 羊毛;毛織品,,2
3130,worth,(n.5) 價值,,2
3131,wound,(n.5) 傷口,,2
3132,yard,(n.4) 庭院;碼(3英呎),,2
3133,youth,(n.5) 青少年;青少年時代,,2
3134,zebra,(n.5) 斑馬,,2
3135,acceptable,(adj.10) 可以接受的;令人滿意的,,3
3136,accurate,(adj.8) 準確的,,3
3137,actual,(adj.6) 實際的;事實上的,,3
3138,additional,(adj.10) 附加的;額外的,,3
3139,advanced,(adj.8) 先進的;高等的,,3
3140,apparent,"(adj.8) 明顯的,顯而易見的",,3
3141,arithmetic,(adj.10) 算術的,,3
3142,attractive,(adj.10) 有吸引力的;引人注目的,,3
3143,automatic,"(adj.9) 自動的,習慣性的",,3
3144,available,"(adj.9) 可用的,可得到的,有效的",,3
3145,average,(adj.7) 平均的,,3
3146,awake,(adj.5) 醒著的,,3
3147,aware,"(adj.5) 知道的,察覺的",,3
3148,awful,(adj.5) 可怕的,,3
3149,bare,(adj.4) 裸的;僅僅的,,3
3150,bold,(adj.4) 無畏的;大膽的,,3
3151,brass,"(adj.5) 黃銅製的,黃銅色的",,3
3152,brilliant,(adj.9) 明亮的;才華橫溢的;傑出的,,3
3153,capable,(adj.7) 有...的能力,,3
3154,capital,(adj.7) 可處死刑的,,3
3155,casual,(adj.6) 非正式的;隨便的,,3
3156,ceramic,(adj.7) 陶器的;製陶藝術的,,3
3157,changeable,(adj.10) 易變的;不定的,,3
3158,cheerful,(adj.8) 使人感到愉快的,,3
3159,cherry,(adj.6) 櫻桃口味的;;鮮紅色的,,3
3160,chill,(adj.5) 涼颼颼的,,3
3161,chilly,(adj.6) 冷颼颼的,,3
3162,civil,"(adj.5) 市民的,國民的",,3
3163,classical,(adj.9) 古典的,,3
3164,commercial,(adj.10) 商業的;商務的,,3
3165,complex,(adj.7) 複雜的,,3
3166,confident,(adj.9) 有信心的,,3
3167,conscious,"(adj.9) 神志清醒的,有知覺的",,3
3168,considerable,(adj.12) 相當大的;相當多的,,3
3169,constant,"(adj.8) 固定的,不變的",,3
3170,countable,(adj.9) 可計算的;可數的,,3
3171,creative,(adj.8) 有創造力(或想像力)的,,3
3172,criminal,"(adj.8) 犯罪的,犯法的",,3
3173,crisp,"(adj.5) 脆的,酥的,鬆脆的",,3
3174,crispy,(adj.6) 酥脆的;清脆的,,3
3175,crunchy,(adj.7) 發嘎吱嘎吱聲的;易碎的,,3
3176,cultural,(adj.8) 教養的;人文的,,3
3177,current,(adj.7) 現行的,,3
3178,darling,"(adj.7) 親愛的,心愛的;寵愛的",,3
3179,democratic,(adj.10) 有民主精神的,,3
3180,desirable,(adj.9) 值得嚮往的;富有魅力的,,3
3181,diligent,(adj.8) 勤勉的,,3
3182,dim,(adj.3) 微暗的;暗淡的,,3
3183,domestic,(adj.8) 國內的,,3
3184,doubtful,(adj.8) 懷疑的,,3
3185,dramatic,(adj.8) 戲劇性的;引人注目的,,3
3186,drowsy,(adj.6) 昏昏欲睡的,,3
3187,drunk,"(adj.5) 喝醉(酒)的;陶醉的,興奮的",,3
3188,due,(adj.3) 應支付的;欠款的,,3
3189,eager,"(adj.5) 渴望的,急切的",,3
3190,educational,(adj.11) 教育的,,3
3191,efficient,(adj.9) 效率高的;有能力的,,3
3192,elderly,(adj.7) 年長的;上了年紀的,,3
3193,electric,(adj.8) 電的,,3
3194,electrical,(adj.10) 電的,,3
3195,electronic,(adj.10) 電子的,,3
3196,empty,(adj.5) 空的,,3
3197,energetic,(adj.9) 精力充沛的,,3
3198,enjoyable,(adj.9) 快樂的;有樂趣的,,3
3199,environmental,(adj.13) 環境的;有關環境(保護)的,,3
3200,evil,(adj.4) 邪惡的,,3
3201,expressive,(adj.10) 表達的;表情豐富的,,3
3202,extreme,"(adj.7) 極端的,極度的",,3
3203,faint,(adj.5) 頭暈的;暗淡的,,3
3204,fairy,(adj.5) 小妖精(似)的;優雅的,,3
3205,fake,(adj.4) 假的;冒充的,,3
3206,familiar,(adj.8) 熟悉的;常見的,,3
3207,fancy,(adj.5) 花俏的;特級的,,3
3208,farther,"(adj.7) far的比較級; 更遠的,再往前的",,3
3209,fashionable,(adj.11) 時尚的,,3
3210,fond,(adj.4) 喜歡的;愛好的,,3
3211,frequent,(adj.8) 頻繁的;屢次的,,3
3212,global,(adj.6) 全世界的,,3
3213,gradual,"(adj.7) 逐漸的,逐步的",,3
3214,handy,(adj.5) 便利的;靈活的;易於操作的,,3
3215,harmful,(adj.7) 有害的,,3
3216,hasty,"(adj.5) 倉促的,輕率的",,3
3217,historic,(adj.8) 歷史上著名的,,3
3218,historical,"(adj.10) 歷史的,史學的",,3
3219,hollow,(adj.6) 空的;凹陷的,,3
3220,holy,(adj.4) 神聖的,,3
3221,horrible,(adj.8) 可怕的,,3
3222,hourly,(adj.6) 以鐘點計算的,,3
3223,humorous,(adj.8) 幽默的,,3
3224,icy,(adj.3) 冰冷的,,3
3225,ideal,"(adj.5) 理想的,完美的",,3
3226,immediate,(adj.9) 即刻的,,3
3227,impressive,(adj.10) 予人深刻印象的,,3
3228,individual,(adj.10) 個別的,,3
3229,indoor,"(adj.6) 室內的,戶內的",,3
3230,industrial,"(adj.10) 工業的,產業的",,3
3231,inferior,(adj.8) 低等的;下級的,,3
3232,inner,(adj.5) 內部的,,3
3233,innocent,"(adj.8) 無罪的,清白的",,3
3234,internal,(adj.8) 內部的,,3
3235,ivory,(adj.5) 乳白色的,,3
3236,jealous,(adj.7) 嫉妒的,,3
3237,joyful,"(adj.6) 高興的,充滿喜悅的",,3
3238,latter,(adj.6) 後者,,3
3239,liberal,(adj.7) 自由主義的,,3
3240,lively,(adj.6) 精力充沛的;活潑的,,3
3241,loose,(adj.5) 鬆的,,3
3242,magical,"(adj.7) 魔術的,魔法的",,3
3243,major,(adj.5) 較多的;主要的,,3
3244,manageable,(adj.10) 可控制的,,3
3245,marvelous,(adj.9) 了不起的,,3
3246,mathematical,(adj.12) 數學的,,3
3247,mature,(adj.6) 成熟的;到期的,,3
3248,meaningful,(adj.10) 意味深長的;有意義的,,3
3249,medical,(adj.7) 醫學的;醫術的;醫療的,,3
3250,mental,"(adj.6) 精神的,心理的",,3
3251,merry,"(adj.5) 愉快的,興高采烈的",,3
3252,mighty,(adj.6) 強大的;強有力的,,3
3253,minor,(adj.5) 較小的;較次要的,,3
3254,missing,(adj.7) 缺掉的;失蹤的;找不到的,,3
3255,mobile,(adj.6) 移動式的;流動的,,3
3256,moist,"(adj.5) 潮濕的,微濕的",,3
3257,moral,(adj.5) 道德(上)的,,3
3258,musical,(adj.7) 音樂的,,3
3259,native,"(adj.6) 本土的,本國的",,3
3260,nervous,(adj.7) 緊張的,,3
3261,noble,(adj.5) 崇高的;宏偉的,,3
3262,normal,"(adj.6) 正常的,正規的",,3
3263,obvious,(adj.7) 明顯的;顯著的,,3
3264,odd,"(adj.3) 奇特的,古怪的;單數的",,3
3265,opposite,"(adj.8) 相反的,對立的",,3
3266,optimistic,(adj.10) 樂觀的,,3
3267,original,"(adj.8) 最初的,本來的;原始的",,3
3268,outdoor,"(adj.7) 戶外的,露天的,野外的",,3
3269,outer,"(adj.5) 外面的,外表的",,3
3270,pale,(adj.4) 蒼白的;黯淡的,,3
3271,plastic,"(adj.7) 可塑的,塑性的;整形的",,3
3272,political,(adj.9) 政治的;政治上的,,3
3273,pop,"(adj.3) 通俗的,流行的",,3
3274,practical,(adj.9) 實用的,,3
3275,precious,(adj.8) 寶貴的,,3
3276,previous,"(adj.8) 先的,以前的",,3
3277,primary,(adj.7) 主要的;初級的,,3
3278,probable,(adj.8) 很可能發生的,,3
3279,proper,"(adj.6) 適合的,適當的",,3
3280,protective,"(adj.10) 保護的,防護的",,3
3281,pure,(adj.4) 純粹的,,3
3282,queer,(adj.5) 古怪的;頭暈眼花的,,3
3283,racial,(adj.6) 種族的,,3
3284,raw,"(adj.3) 生的,未煮過的;未加工的",,3
3285,reasonable,"(adj.10) 合理的,正當的",,3
3286,regional,"(adj.8) 地區的,局部的",,3
3287,reliable,(adj.8) 可信賴的;可靠的;確實的,,3
3288,religious,(adj.9) 宗教的;虔誠的,,3
3289,remote,(adj.6) 遙遠的;偏僻的,,3
3290,representative,"(adj.14) 代表性的,典型的",,3
3291,ripe,(adj.4) 成熟的,,3
3292,roast,(adj.5) 烘烤的,,3
3293,romantic,(adj.8) 富於浪漫色彩的,,3
3294,rotten,(adj.6) 腐爛的;發臭的,,3
3295,rough,(adj.5) 粗糙的;表面不平的,,3
3296,routine,"(adj.7) 日常的,例行的,常規的",,3
3297,rusty,(adj.5) 生鏽的,,3
3298,satisfactory,(adj.12) 令人滿意的,,3
3299,scarce,(adj.6) 缺乏的;不足的,,3
3300,scary,(adj.5) 膽小的;提心吊膽的,,3
3301,scientific,(adj.10) 科學的,,3
3302,secondary,(adj.9) 第二的;次要的,,3
3303,sensible,(adj.8) 有知覺的;明顯的,,3
3304,sensitive,(adj.9) 敏感的;易受傷害的,,3
3305,sexual,(adj.6) 兩性的;關於性關係的;性慾的,,3
3306,sexy,(adj.4) 性感的,,3
3307,shady,(adj.5) 靠不住的;名聲不好的,,3
3308,shallow,(adj.7) 淺的,,3
3309,shiny,(adj.5) 晴朗的;有光澤的,,3
3310,significant,(adj.11) 有意義的,,3
3311,sincere,(adj.7) 誠懇的,,3
3312,slippery,(adj.8) 容易滑的;不明確的,,3
3313,smooth,"(adj.6) 平滑的,光滑的;平坦的",,3
3314,solid,(adj.5) 結實的;堅固的,,3
3315,sore,(adj.4) 疼痛的,,3
3316,specific,"(adj.8) 特殊的,特定的",,3
3317,stable,"(adj.6) 穩定的,牢固的",,3
3318,stale,(adj.5) 不新鮮的;污濁的;陳舊的,,3
3319,steady,"(adj.6) 穩固的,平穩的",,3
3320,steep,(adj.5) 陡峭的,,3
3321,sticky,(adj.6) 黏的;塗有黏膠物質的;泥濘的,,3
3322,stiff,"(adj.5) 硬的;挺的;拘謹的,不自然的",,3
3323,stormy,(adj.6) 暴風雨的,,3
3324,stubborn,"(adj.8) 倔強的,頑固的",,3
3325,sufficient,"(adj.10) 足夠的,充分的",,3
3326,suitable,(adj.8) 適當的;合適的;適宜的,,3
3327,superior,"(adj.8) 優秀的,上等的",,3
3328,suspect,(adj.7) 可疑的;受到懷疑的;不可信的,,3
3329,swift,"(adj.5) 快速的,快捷的",,3
3330,tame,"(adj.4) 經馴養的,馴服的",,3
3331,technical,"(adj.9) 專門的,技術性的",,3
3332,temporary,(adj.9) 臨時的;暫時的,,3
3333,tender,(adj.6) 溫柔的,,3
3334,thankful,"(adj.8) 感謝的,感激的",,3
3335,tidy,(adj.4) 整潔的,,3
3336,tight,(adj.5) 緊的,,3
3337,tricky,(adj.6) 狡猾的;機警的,,3
3338,tropical,(adj.8) 熱帶的,,3
3339,truthful,(adj.8) 誠實的,,3
3340,typical,"(adj.7) 典型的,有代表性的",,3
3341,upset,"(adj.5) 心煩的,苦惱的",,3
3342,vacant,(adj.6) 空白的;(職位)空缺的,,3
3343,valuable,(adj.8) 有價值的,,3
3344,various,(adj.7) 各種各樣的;好幾個的,,3
3345,violent,(adj.7) 暴力的,,3
3346,violet,(adj.6) 紫色的,,3
3347,visible,(adj.7) 可看見的,,3
3348,vivid,(adj.5) 鮮豔的;生動的,,3
3349,wealthy,(adj.7) 富裕的;豐富的,,3
3350,wicked,(adj.6) 缺德的;淘氣的;過分的,,3
3351,x-ray,(adj.5) X光線的,,3
3352,account,(v.7) 把...視為;說明,,3
3353,ache,(v.4) (持續性地)疼痛;渴望,,3
3354,achieve,(v.7) 實現,,3
3355,admire,(v.6) 欽佩;欣賞,,3
3356,admit,(v.5) 承認;准許進入;可容納,,3
3357,adopt,(v.5) 採納;收養;接受,,3
3358,advertise,(v.9) 為...做廣告;公佈,,3
3359,advise,(v.6) 勸告,,3
3360,affect,(v.6) 影響,,3
3361,afford,(v.6) 買得起,,3
3362,amaze,(v.5) 使大為驚奇,,3
3363,announce,(v.8) 宣佈,,3
3364,appeal,"(v.6) 呼籲,懇求",,3
3365,appreciate,(v.10) 感謝;賞識,,3
3366,approach,"(v.8) 接近,靠近",,3
3367,approve,(v.7) 同意;贊許,,3
3368,assist,"(v.6) 幫助,協助",,3
3369,attempt,(v.7) 試圖;企圖,,3
3370,attract,(v.7) 吸引,,3
3371,author,"(v.6) 開創,發起;著作,編寫",,3
3372,average,(v.7) 算出...的平均數;使平衡; 平均為,,3
3373,awake,(v.5) 喚醒,,3
3374,awaken,(v.6) 醒;覺醒;喚起,,3
3375,award,(v.5) 授予,,3
3376,ax,(v.2) 用斧劈;解雇,,3
3377,axe,(v.3) ax,,3
3378,bait,(v.4) 置餌於,,3
3379,balance,(v.7) 使平衡,,3
3380,bandage,(v.7) 用繃帶包紮,,3
3381,bang,(v.4) 發出砰的一聲;砰地敲,,3
3382,bare,(v.4) 露出,,3
3383,beam,(v.4) 以樑支撐;用...照射,,3
3384,behave,(v.6) 舉動;守規矩,,3
3385,benefit,(v.7) 對...有益,,3
3386,blame,(v.5) 歸咎於,,3
3387,blanket,(v.7) (似)用毯覆蓋;掩蓋,,3
3388,bleed,(v.5) 流血,,3
3389,bless,(v.5) 祝福;保佑,,3
3390,boot,(v.4) 開機,,3
3391,border,"(v.6) 毗鄰,接界",,3
3392,bore,(v.4) 使厭煩,,3
3393,brake,"(v.5) 煞車,制動",,3
3394,breathe,(v.7) 呼吸,,3
3395,breeze,(v.6) 吹著微風,,3
3396,bubble,(v.6) 沸騰;冒泡,,3
3397,bud,(v.3) 使發芽,,3
3398,budget,(v.6) 把...編入預算,,3
3399,bump,"(v.4) 碰,撞",,3
3400,burden,(v.6) 加重壓於,,3
3401,bury,"(v.4) 埋葬,安葬",,3
3402,buzz,(v.4) 嗡嗡叫,,3
3403,canoe,(v.5) 用獨木舟載運,,3
3404,capture,(v.7) 捕獲;俘虜,,3
3405,cast,"(v.4) 投,擲; 選派...扮演角色",,3
3406,celebrate,(v.9) 慶祝,,3
3407,chain,(v.5) 拘禁;束縛,,3
3408,challenge,(v.9) 對...提出異議,,3
3409,channel,(v.7) 在...開水道;傳送,,3
3410,charm,(v.5) 使陶醉,,3
3411,chat,"(v.4) 閒談,聊天",,3
3412,cheer,(v.5) 向...歡呼,,3
3413,chew,(v.4) 咀嚼,,3
3414,chill,"(v.5) 使變冷;使打寒顫;使掃興,使沮喪",,3
3415,chip,"(v.4) 削,鑿,鏟",,3
3416,choke,(v.5) 使窒息;哽住,,3
3417,chop,"(v.4) 砍,劈,斬",,3
3418,click,(v.5) 發出卡嗒(或喀嚓)聲,,3
3419,clip,(v.4) 剪;修剪;剪短;剪除,,3
3420,combine,(v.7) 使結合,,3
3421,comfort,"(v.7) 安慰,慰問",,3
3422,command,(v.7) 命令;掌握; 指揮;控制,,3
3423,communicate,(v.11) 傳達;傳遞,,3
3424,compete,(v.7) 競爭;對抗,,3
3425,concern,(v.7) 使擔心,,3
3426,conclude,"(v.8) 推斷出,斷定",,3
3427,condition,(v.9) 決定;為...的條件,,3
3428,confuse,(v.7) 使迷惑,,3
3429,connect,"(v.7) 連接,連結",,3
3430,contract,(v.8) 締結;訂契約;承包;收縮,,3
3431,couch,(v.5) 使躺下;表達;蹲著;埋伏,,3
3432,cradle,(v.6) 撫育,,3
3433,crash,"(v.5) 碰撞,倒下,墜落",,3
3434,crawl,"(v.5) 爬行,蠕動",,3
3435,credit,(v.6) 把...記入貸方,,3
3436,creep,(v.5) 躡手躡足地走,,3
3437,crown,(v.5) 為...加冕,,3
3438,cycle,"(v.5) 循環,輪轉",,3
3439,dam,"(v.3) 築壩於,築壩攔(水)",,3
3440,dare,(v.4) 敢;膽敢,,3
3441,dash,(v.4) 使(希望等)破滅;使沮喪,,3
3442,deafen,(v.6) 使聾;淹沒(聲音),,3
3443,deepen,(v.6) 使加深;使強烈;使變濃,,3
3444,define,"(v.6) 解釋,給...下定義",,3
3445,deposit,"(v.7) 放下,放置;寄存",,3
3446,destroy,"(v.7) 毀壞,破壞",,3
3447,detail,"(v.6) 詳述,詳細說明",,3
3448,determine,(v.9) 決定,,3
3449,diet,(v.4) 節食,,3
3450,dim,(v.3) 變暗淡;變模糊,,3
3451,dine,"(v.4) 進餐,用餐",,3
3452,dip,(v.3) 浸;泡,,3
3453,disappoint,(v.10) 使失望,,3
3454,discount,(v.8) 將...打折扣,,3
3455,dislike,"(v.7) 不喜愛,厭惡",,3
3456,ditch,(v.5) 掘溝,,3
3457,dive,(v.4) 跳水,,3
3458,dock,(v.4) 靠碼頭;入船塢,,3
3459,dodge,(v.5) 閃開;迴避,,3
3460,dose,(v.4) (按劑量)給...服藥,,3
3461,drain,(v.5) 排出(液體),,3
3462,drip,(v.4) 滴下,,3
3463,drown,"(v.5) 淹沒,浸濕",,3
3464,dump,(v.4) 傾倒;拋棄,,3
3465,dust,"(v.4) 撣去,擦去",,3
3466,echo,(v.4) 發出回聲,,3
3467,edit,(v.4) 編輯;校訂,,3
3468,educate,(v.7) 教育,,3
3469,elbow,"(v.5) 用肘推,擠進",,3
3470,emphasize,(v.9) 強調,,3
3471,employ,(v.6) 僱用,,3
3472,empty,(v.5) 倒空;流空,,3
3473,enable,(v.6) 使成為可能,,3
3474,engage,(v.6) 使訂婚;使忙於,,3
3475,envy,(v.4) 羨慕;嫉妒,,3
3476,erase,"(v.5) 擦掉,抹去",,3
3477,escape,(v.6) 逃跑;逃脫,,3
3478,exchange,(v.8) 交換;調換;兌換,,3
3479,exit,"(v.4) 出去,離去;退去",,3
3480,experiment,"(v.10) 進行實驗,試驗",,3
3481,explode,(v.7) 使爆炸,,3
3482,export,(v.6) 輸出,,3
3483,fade,"(v.4) 凋謝,枯萎;(顏色)褪去",,3
3484,faint,"(v.5) 昏厥,暈倒",,3
3485,fake,"(v.4) 偽造;捏造;欺騙,迷惑",,3
3486,fancy,(v.5) 想像;猜想;愛慕(異性),,3
3487,fashion,(v.7) 把...塑造成,,3
3488,fasten,(v.6) 紮牢;繫緊,,3
3489,fax,(v.3) 傳真傳輸,,3
3490,feature,(v.7) 以...為特色,,3
3491,file,(v.4) 把...歸檔,,3
3492,fist,(v.4) 拳打,,3
3493,flame,"(v.5) 發火焰,燃燒",,3
3494,flavor,(v.6) 給...調味,,3
3495,float,(v.5) 浮,,3
3496,flock,(v.5) 聚集;成群地去(或來),,3
3497,fold,(v.4) 摺疊;對摺,,3
3498,found,(v.5) 建立;建造;鑄造;熔化,,3
3499,freeze,"(v.6) 結冰,凝固;凍結",,3
3500,frequent,"(v.8) 常到,常去",,3
3501,frustrate,(v.9) 挫敗;阻撓,,3
3502,fry,(v.3) 油炸,,3
3503,fund,"(v.4) 提供(事業,活動等的)資金",,3
3504,gamble,(v.6) 賭博;打賭,,3
3505,gang,(v.4) 成群結隊;結夥,,3
3506,gesture,"(v.7) 做手勢,用動作示意",,3
3507,glance,"(v.6) 看一下,一瞥;掃視",,3
3508,glory,(v.5) 驕傲;自豪,,3
3509,glow,"(v.4) 發白熱光,灼熱",,3
3510,gossip,(v.6) 閒聊,,3
3511,grab,"(v.4) 攫取,抓取",,3
3512,graduate,(v.8) 畢業,,3
3513,grasp,(v.5) 抓牢;握緊,,3
3514,grin,(v.4) 露齒而笑,,3
3515,harbor,(v.6) 庇護;藏匿,,3
3516,harm,"(v.4) 損害,傷害;危害",,3
3517,harvest,(v.7) 收割;收穫,,3
3518,hatch,(v.5) 孵出,,3
3519,headline,(v.8) 給...加標題,,3
3520,heal,(v.4) 癒合;痊癒,,3
3521,heap,(v.4) 裝滿,,3
3522,heel,(v.4) 給(鞋等)裝後跟;緊跟;(船)傾斜,,3
3523,hesitate,(v.8) 躊躇;猶豫,,3
3524,hike,(v.4) 徒步旅行,,3
3525,hint,"(v.4) 暗示,示意",,3
3526,hollow,(v.6) 挖空;凹陷,,3
3527,honor,"(v.5) 使增光;承兌,支付",,3
3528,hug,(v.3) 摟抱,,3
3529,hush,"(v.4) 使沈默,使安靜",,3
3530,import,(v.6) 輸入,,3
3531,impress,(v.7) 給...極深的印象,,3
3532,inform,"(v.6) 通知,告知",,3
3533,injure,(v.6) 傷害;損害;毀壞,,3
3534,inspect,(v.7) 檢查;審查,,3
3535,interrupt,(v.9) 打斷(談話和工作等),,3
3536,investigate,"(v.11) 調查,研究",,3
3537,jail,(v.4) 監禁;拘留,,3
3538,jaw,(v.3) 對...嘮叨;責罵,,3
3539,jet,"(v.3) 噴出,射出",,3
3540,journey,(v.7) 旅行,,3
3541,junk,(v.4) 把...當廢物丟棄;拋棄,,3
3542,kneel,(v.5) 跪(下),,3
3543,knight,"(v.6) 封...為爵士,授...以爵士位",,3
3544,knit,(v.4) 編織,,3
3545,knot,(v.4) 把...打結;捆紮,,3
3546,label,(v.5) 貼標籤於,,3
3547,lace,(v.4) 用花邊等裝飾,,3
3548,leak,(v.4) 洩漏(祕密等),,3
3549,leap,"(v.4) 跳,跳躍",,3
3550,lengthen,"(v.8) 使加長,使延長",,3
3551,litter,(v.6) 亂丟(雜物),,3
3552,load,"(v.4) 裝,裝載",,3
3553,loosen,"(v.6) 鬆開,解開",,3
3554,lullaby,(v.7) 唱搖籃曲使入睡,,3
3555,major,(v.5) 主修,,3
3556,manage,(v.6) 管理;經營;處理,,3
3557,march,(v.5) 行軍;把(人)強行帶走,,3
3558,melt,(v.4) 融化;熔化,,3
3559,memorize,(v.8) 記住;背熟,,3
3560,mend,"(v.4) 修理,修補",,3
3561,mention,"(v.7) 提到,說起",,3
3562,mess,"(v.4) 弄髒,弄亂",,3
3563,microwave,(v.9) 用微波爐烹調,,3
3564,mill,(v.4) 碾碎,,3
3565,mist,(v.4) 使蒙上薄霧,,3
3566,mob,"(v.3) 成群襲擊,圍攻",,3
3567,mop,(v.3) 拖洗;擦去,,3
3568,murder,"(v.6) 謀殺,兇殺",,3
3569,mushroom,(v.8) 雨後春筍般地湧現,,3
3570,nap,"(v.3) 打盹,小睡",,3
3571,nickname,(v.8) 給...起綽號,,3
3572,observe,(v.7) 看到;觀察,,3
3573,occasion,(v.8) 引起;惹起,,3
3574,orphan,(v.6) 使成孤兒,,3
3575,outline,"(v.7) 概述,略述",,3
3576,owe,(v.3) 欠(債等);應給予;應該做,,3
3577,pad,"(v.3) 填塞,襯填",,3
3578,panic,(v.5) 使恐慌,,3
3579,parade,(v.6) 在...遊行,,3
3580,parcel,(v.6) 分;分配,,3
3581,participate,"(v.11) 參加,參與",,3
3582,pause,(v.5) 中止,,3
3583,pave,"(v.4) 鋪,築(路等)",,3
3584,paw,(v.3) (用腳爪等)抓;扒,,3
3585,peak,(v.4) 使尖起;達到高峰;聳起,,3
3586,peel,"(v.4) 削去;剝,去(皮,殼等)",,3
3587,peep,"(v.4) 窺,偷看",,3
